id,name,timestamp,free_bikes,empty_slots,uid,last_updated,slots,normal_bikes,ebikes
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,2024-12-12 23:23:21.031000+00:00,3,11,19,1734045616,15,1,2
938a003c099dc9b2c7411f2000b88022,Puerta Real,2024-12-12 23:23:21.032000+00:00,6,16,22,1734045465,23,6,0
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,2024-12-12 23:23:21.032000+00:00,4,11,12,1734045568,15,1,3
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,2024-12-12 23:23:21.033000+00:00,6,9,9,1734045539,15,6,0
9e7f93baecab42d934a507a9ef7e5938,Adormideras,2024-12-12 23:23:21.033000+00:00,10,9,26,1734045571,19,6,4
9e84dc079b6d308cb74dedeb0f98f345,Marineda,2024-12-12 23:23:21.033000+00:00,0,21,29,1734045551,23,0,0
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,2024-12-12 23:23:21.034000+00:00,7,6,54,1734045513,13,5,2
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,2024-12-12 23:23:21.035000+00:00,10,9,36,1734045506,19,7,3
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,2024-12-12 23:23:21.035000+00:00,11,8,32,1734045558,19,7,4
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,2024-12-12 23:23:21.036000+00:00,2,21,30,1734045611,23,0,2
bf735b3d92053c97f825a333f6686aac,Chuac,2024-12-12 23:23:21.036000+00:00,6,13,51,1734045471,19,5,1
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,2024-12-12 23:23:21.036000+00:00,2,14,16,1734045569,16,2,0
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,2024-12-12 23:23:21.037000+00:00,0,19,52,1734045603,19,0,0
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,2024-12-12 23:23:21.037000+00:00,6,13,35,1734045463,19,6,0
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,2024-12-12 23:23:21.038000+00:00,3,16,10,1734045593,19,3,0
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,2024-12-12 23:23:21.038000+00:00,5,11,13,1734045607,19,5,0
e97735d79704dc080f7ee1a2af1e402f,Obelisco,2024-12-12 23:23:21.039000+00:00,7,16,7,1734045573,23,7,0
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,2024-12-12 23:23:21.039000+00:00,7,8,56,1734045601,15,7,0
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,2024-12-12 23:23:21.040000+00:00,5,8,41,1734045585,15,5,0
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,2024-12-12 23:23:21.040000+00:00,7,8,45,1734045618,15,1,6
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,2024-12-12 23:23:21.040000+00:00,6,8,46,1734045603,15,5,1
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,2024-12-12 23:23:21.041000+00:00,9,6,21,1734045619,15,8,1
